Incident ID,Date,Time,Crime Type,Latitude,Longitude,Location Description
e3e70682-c209-4cac-a29f-6fbed82c07cd,2024-03-01,05:52:26,Vandalism,-20.4975645,94.488524,"5938 Juan Throughway Apt. 948, West Corey, TX 43780"
5a921187-19c7-4df4-8f4f-f31e78de5857,2024-03-12,02:40:42,Vandalism,73.9837235,163.824695,"PSC 8778, Box 4080, APO AE 94834"
d3290a4c-b5d3-4b16-a619-4cb1d71037d1,2024-12-09,00:54:24,Theft,77.843518,-179.386456,"51393 Linda Divide Suite 115, Rodriguezside, VT 16860"
ec188efb-d080-466e-952f-233a8c25166a,2024-06-02,14:37:34,Burglary,71.916409,113.791924,"96593 White View Apt. 094, Jonesberg, FL 05565"
b306d1a8-e5ee-4c76-948b-2758d7ab7928,2025-03-26,16:25:00,Fraud,15.037732,101.628490,"96947 Keller Squares, Christopherville, OR 83095"
3e37952d-30bc-4b0e-9857-010255d44936,2023-04-22,06:19:05,Vandalism,-17.2438005,-117.114006,"56012 Brandon Ports Apt. 013, South Christopherville, PA 03336"
2f5a522a-f87f-43fd-b606-254131d0b664,2024-10-18,10:20:45,Vandalism,38.6433045,-66.947597,"086 Mary Cliff, North Deborah, NE 24135"
0a14b90a-7795-4986-80ee-526e0fa07a3f,2024-07-16,09:51:52,Burglary,15.0324045,-72.971675,"230 Megan Junctions Suite 197, North Thomas, OK 67164"
5b6e4ae7-a620-4143-8fba-ecc0eae2025e,2024-02-05,03:20:38,Vandalism,-22.640776,-97.637148,"1508 Taylor Track, Bellport, MI 77869"
da90f534-a23d-4c9d-a456-697cf2686baa,2024-08-04,10:26:18,Burglary,-6.705128,28.315166,"93523 Dana Lane, Johnsonshire, WI 87296"
720299e3-2a69-4cc7-8bf9-c0efb5816b74,2023-05-29,02:52:48,Fraud,-47.671333,59.640230,"900 Nguyen Villages Suite 063, Port Jessicatown, TX 55221"
03a89879-36a9-4d74-80de-59f550f0fc2b,2024-10-18,12:11:30,Assault,-89.3671465,103.653586,"93442 Thomas Locks, North Joshuamouth, WY 15676"
a7502a81-2227-496d-81a9-3f90dc821527,2024-05-18,07:19:12,Fraud,83.124943,6.322670,"0003 Grant Lakes, Port Karafort, SD 60619"
df14c612-5f58-45b5-af79-0959a3e04b3b,2024-05-31,09:07:28,Assault,-34.2072725,21.637397,"24555 Matthew River, North Josephberg, LA 47805"
2130260c-8c69-478f-bd42-f69765111656,2023-11-23,18:22:54,Burglary,38.3295065,-51.308777,"USNV White, FPO AP 96008"
d5e73e3f-6736-47d9-8d7b-d307122411e6,2023-12-21,06:57:52,Assault,21.325984,-121.668215,"5517 Holly Meadow Apt. 452, Lake Anne, SC 11894"
32b2c492-15ac-47a1-8eca-2ee310da8a95,2024-11-12,10:39:54,Theft,-73.583520,26.594317,"847 Kramer Station Apt. 615, West Brenda, NE 25659"
d26d5396-1058-4e8c-9d71-73e55bc7fdeb,2025-02-08,09:47:23,Fraud,-82.586095,102.295162,"76430 Cindy Cove, South Nicholas, FL 14230"
7ce71b48-fba5-4e59-98a3-3736fd1ac7ce,2023-08-03,21:54:37,Burglary,18.959798,162.718816,"577 Amy Forges Apt. 555, New Eddieview, WY 20935"
4b5ca436-953c-478e-a106-7a8cd7a3283c,2024-10-18,00:01:42,Fraud,36.2804625,-144.373713,"32040 Rivera Estates, Port Diana, NY 50600"
089b30a0-809f-4923-87a1-798fe6addd9e,2024-06-28,00:58:30,Fraud,49.049124,142.198934,"Unit 6348 Box 9676, DPO AP 77360"
cc4da021-dd62-4222-99ef-e28b3bcb50b3,2023-04-25,10:32:53,Assault,-89.9353885,-82.306179,"1744 Cruz Lights Apt. 223, Jessicamouth, AZ 63589"
e3d48408-7de8-4234-a412-579d6af944e0,2025-02-08,23:07:35,Burglary,-68.0903955,-98.731828,"0976 Williams Mountains Apt. 009, Lake Mario, OH 85565"
c88e03b6-6227-4cbc-b1e9-ca8058bf3b9e,2024-12-03,21:32:44,Theft,41.619186,-120.408981,"519 Kramer Crossroad Suite 418, North Kimberly, MN 99672"
ca20854d-5b47-4c43-b499-b28c30c32323,2024-08-12,13:48:45,Theft,-78.016799,-158.535539,"993 Clayton Viaduct, Hunterville, NE 74689"
ef8d9ff0-1583-4fee-ac41-e6f66c0be55c,2023-06-30,19:37:53,Burglary,-73.1092805,-126.736506,"076 Johnson Way, Jenniferland, CA 16410"
586f1721-0785-48d7-b118-2d235bf80676,2024-01-05,22:03:12,Vandalism,-87.3252455,-56.254727,"230 Donna Street, Lake Adrianstad, AK 79779"
2fdeb035-2452-4c39-9bf2-eed13b9cea95,2024-03-27,11:51:44,Fraud,37.9615465,4.924974,"03557 Phillips Wells Suite 291, New Beverlyburgh, FL 16915"
82221345-50de-4292-b90a-9016cdec85da,2023-10-15,03:30:49,Theft,-40.622795,-23.738611,"90611 Robert Plaza, Yangberg, NE 39564"
3f80c31f-15a5-412c-9ac4-b6c7a31034dd,2024-03-20,19:22:32,Burglary,9.1214135,162.010664,"USS Bennett, FPO AE 55187"
52177eb7-e6b9-40da-ba6a-098ff642c8f3,2024-03-17,04:56:18,Vandalism,9.749696,-22.529508,"USS Clements, FPO AE 36804"
b02de52c-9b05-4db2-8ee4-fd021cb66f67,2023-08-07,03:58:44,Burglary,29.766338,34.091723,"2375 Michael Roads Apt. 734, Port Hollymouth, IL 39633"
a100ed14-fa92-4d28-84c5-36fb1d4d1180,2023-11-29,05:18:27,Fraud,73.520285,-96.129431,"73864 David Skyway Apt. 046, Wallaceview, LA 99489"
986cc8d5-322f-4499-a8a5-6f31ac2c10d0,2023-06-15,03:19:31,Assault,-71.0872015,-39.078477,"83216 Campbell Dale Apt. 816, Figueroaview, NV 49234"
2835bcdb-2347-424f-a0f9-c0749177b6d4,2023-07-14,19:44:42,Fraud,-57.6487355,24.777467,"84576 Thomas Square Suite 707, Douglasfort, RI 28775"
641659c0-78b6-4daf-9afb-9565068a3c38,2025-02-28,06:54:11,Vandalism,51.419318,-144.321264,"605 Darren Alley, Morganport, IN 18940"
30f2c485-49b5-44fb-92a6-51d7c069c542,2023-06-30,14:21:55,Vandalism,33.720531,-2.727496,"6272 Anderson Ferry Suite 566, Pricebury, ID 58077"
b5c25d42-9626-48c4-b44a-f454f0a61c5e,2023-05-18,10:21:58,Fraud,-81.066671,-54.356500,"0239 Salazar Squares, Kelseystad, NH 07571"
aa66b464-8420-48d9-b261-d0d2a1c2d9bf,2024-08-25,06:33:00,Burglary,25.5895165,131.900598,"735 Williams Center Apt. 504, East Brycechester, IN 80276"
3891aef5-ebe0-472c-8ec9-ea986581f934,2024-03-27,06:27:12,Theft,1.1348405,146.588679,"5875 Johnson Cape, West Christopher, NC 45818"
4053b188-339d-48f5-9658-b1b33012ae1c,2024-09-13,00:56:54,Fraud,-9.114667,-12.371672,"7530 Villa Cliffs Apt. 777, Port Robertfort, NV 15983"
194665d3-3dbb-43af-94db-ad2215eae9d2,2025-01-10,03:33:58,Theft,-48.7157865,42.271454,"9168 Williams Falls, South Jeffrey, KY 46651"
1b770deb-6f51-4a78-bea2-a33a51d11bcd,2024-06-15,06:50:10,Theft,73.767638,110.487801,"8978 Nelson Brook Apt. 912, Wrightport, WA 86958"
83e9973b-8918-4ba3-bdee-923101a6009e,2024-03-07,01:10:34,Vandalism,-57.306201,26.531339,"953 Walker Village, North April, MD 31119"
496dc27b-7af2-4402-a0e6-24f15f89d54d,2024-07-05,17:34:11,Theft,-53.147048,-171.679168,"9026 Theresa Pass Apt. 237, East Jessica, IN 50912"
21ee302e-974d-4d49-9bc6-98825a7c831a,2024-08-10,10:31:19,Fraud,-61.005242,150.721485,"7403 Donna Park Suite 851, Derrickfurt, ID 41974"
f19b43da-6253-4fe3-8aae-b212c90ded29,2023-05-25,08:34:35,Vandalism,-79.7221785,-10.801206,"7345 Kevin Knolls, Lake Crystalstad, NM 82791"
0b82b61c-3dd0-4866-8649-def50fb2de1e,2023-04-19,16:22:28,Burglary,85.5237365,-4.621516,"6237 Thomas Inlet, Lake Mark, WA 54061"
e413961f-68c6-4d5e-8277-52fe61f68c6e,2023-10-31,07:46:47,Assault,52.629603,68.383238,"6208 Christy Shore, North Mark, HI 32848"
ce749e8a-f4e1-480b-85a0-2c72f22a4fc6,2025-03-06,15:22:15,Burglary,60.702023,-89.636704,"197 Christina Canyon Suite 560, South Christopherport, FL 60547"
298b7e5d-5b16-44ad-81e7-74de3c740119,2024-11-01,08:59:00,Theft,18.6388785,1.272189,"0484 Madden Trail Suite 076, South Michaelton, KY 97488"
ae4404d7-4100-4665-88c6-26a9fee4e6bc,2024-09-19,18:43:28,Assault,-12.213420,-68.815122,"4319 Ballard Gardens Suite 225, New Lisashire, MI 48105"
52b04994-4b1d-49fd-a02e-bb764a8b77da,2024-04-28,05:40:12,Fraud,18.3561965,142.499965,"29072 Noble Stravenue, Browningview, RI 25097"
6c835975-efa2-4e12-8c83-384811fba56e,2023-11-12,15:44:35,Assault,52.1445265,-88.807725,"188 Fischer Grove, Justinchester, VT 37258"
86fadb0e-89b1-40d4-8218-ca25f23db306,2024-06-13,04:41:50,Assault,1.875748,-78.000822,"08296 Marshall Camp Suite 930, Allisonburgh, ID 83195"
7f3ab7dc-b339-4a6e-a0b8-7e455abec113,2023-04-24,02:19:39,Assault,-23.1073765,126.853281,"61973 Shields Valley Apt. 327, South Cynthiaview, NE 99818"
53e83663-9c14-440d-9b2d-81ccc602bd20,2023-06-19,00:02:26,Fraud,-81.9108715,84.418629,"66660 Gomez Port Apt. 945, South Thomashaven, AZ 11181"
5c6be596-58f1-4c91-9d6d-47e490e0172f,2023-04-13,06:47:08,Vandalism,-38.7896605,-120.508973,"50562 Russell Divide Apt. 648, East Davidberg, NJ 92947"
b93c2989-c399-4d7f-b75d-b71ea4531fe9,2023-05-16,12:00:04,Theft,49.481249,-156.661567,"59118 Lisa Flats Suite 544, Lutzberg, NV 72947"
95e38180-a1ee-491a-89e1-c3b0271f2772,2023-08-25,19:16:30,Theft,47.498657,-161.856074,"PSC 5137, Box 9378, APO AE 93500"
2287401b-a7bb-4a76-a9a4-a856556b20fa,2024-04-14,06:07:30,Burglary,59.2286655,-149.310020,"11695 Rogers Lane Suite 125, East Jessicatown, PA 25842"
0fe1cedf-a538-4901-a9f1-2ccd0b4cba0a,2024-10-03,06:46:21,Fraud,14.559632,-151.958711,"1607 Munoz River, Emilyshire, NH 54532"
cd6a5e0c-7427-4656-87db-34e02e402534,2023-11-01,17:45:20,Vandalism,14.061381,-145.590470,"50269 Marcus Turnpike, Alvarezton, MO 34873"
1880fa4b-840f-4b0b-a5e3-27af071dade6,2025-01-18,17:00:11,Theft,-0.4464595,12.494865,"USCGC Donaldson, FPO AE 68212"
f5b7751f-497e-48aa-8e03-a34da022dfee,2023-05-08,01:22:42,Burglary,11.115984,1.296504,"22395 Timothy Road, Williamsbury, LA 43567"
5a220eb2-3cf9-41fe-b75a-7e6f2b863694,2023-10-02,19:56:06,Fraud,22.9436205,68.516899,"9029 Gloria Stravenue, East Andrew, MD 67359"
c6f149c7-0c15-4575-89c6-4c1d00f24603,2025-03-28,08:23:22,Burglary,63.813854,148.282706,"606 Bradley Spur, Jenniferberg, NY 28899"
213a6ad8-12b3-4a24-a67f-ceeb8889832c,2024-02-20,17:07:06,Theft,86.813457,8.223108,"Unit 6637 Box 6363, DPO AP 63570"
11ab249d-94d5-4a99-aba0-842465a5ac1f,2025-01-18,15:47:57,Fraud,-15.9453055,102.708679,"973 Williams Islands, Maynardville, AR 19402"
c48ae374-06dc-4579-a476-40a1b6a659ef,2024-03-02,03:57:12,Burglary,15.5241645,52.441812,"PSC 7972, Box 2576, APO AE 77860"
48a133ab-dd55-4aaf-befc-5b4aeb1d1061,2024-11-21,02:58:02,Fraud,-59.796812,17.720148,"8034 Jennifer Islands Suite 604, Johnsonchester, MS 95905"
21d4fb7e-2258-4c89-98cc-f9b4354af1bd,2023-07-04,09:31:34,Assault,5.8217145,-91.009336,"1168 Gary Fords Apt. 308, Port Trevor, RI 96954"
55cdd72e-cb10-4f68-b769-147049bcf4a8,2024-09-22,18:34:38,Fraud,19.754664,-39.464104,"PSC 5858, Box 2684, APO AE 50120"
78a55d6b-f2de-400f-a3e8-695158b5f052,2024-05-11,14:40:05,Fraud,20.0856985,38.129903,"09981 Caitlin Rapids, West Haleyburgh, CO 05222"
5cb6f1f0-e475-4694-9d8a-c1a902af3382,2025-01-03,22:11:31,Fraud,39.038220,-9.085169,"9473 Anna Views Apt. 820, New Robert, IL 57934"
439ddd74-67af-46d9-af04-ef81b5481bf2,2023-04-26,20:34:24,Burglary,-53.957947,28.422968,"061 Cook Parkways Suite 079, West Marissafort, SD 52155"
3ad23fbf-2e57-4864-83eb-280e79017990,2024-06-03,06:39:12,Vandalism,-47.173877,-17.621452,"1176 Hawkins Greens, Hallville, FL 47616"
a88f58c1-237d-4b90-981a-218ecfd64560,2025-02-09,11:56:03,Theft,88.6560835,-106.551334,"06897 Sarah Points, Nancymouth, CT 90382"
7f6bf51b-3a05-40b7-bddf-55b2015128db,2025-01-20,06:16:55,Fraud,-16.3260505,-59.410122,"511 Berry Fork Suite 623, Sharonfort, WY 47577"
211e55c3-9cc7-43ad-a264-190f486c0adf,2025-01-14,02:48:05,Vandalism,-57.9327475,35.388664,"55645 Saunders Station Suite 174, South Ericbury, HI 44815"
ae5ceb3d-1c27-4035-ba8b-e1617fd2770a,2024-02-02,14:40:26,Burglary,34.7737535,95.701749,"684 Hall Path, North Thomasfurt, IN 57039"
c57842a9-934c-472a-8c72-fe13fbf28c1c,2023-05-11,16:23:27,Fraud,-64.907138,-38.554561,"12503 Alan Place Apt. 219, North Joyce, AL 68687"
6a4ace0e-d89a-4500-9f13-d2fbe583847f,2023-05-31,12:17:47,Assault,-42.4506095,-54.210645,"7063 Cherry Canyon Suite 095, Margaretmouth, DC 78607"
f1f7e90f-4070-4bd4-9790-a6b7845c21e7,2023-06-29,11:48:38,Burglary,-62.2203295,-33.503426,"263 Harris Pass, New Danielfort, NY 59180"
8c3af69e-7474-4f6f-adbd-b6e57844c2ac,2023-12-29,08:57:57,Assault,21.727592,-43.401554,"73576 Sergio Avenue Suite 736, West Thomas, IN 58291"
7c76a592-a73e-4f3b-9c27-761d4894d9fc,2024-07-18,15:35:28,Assault,50.225364,-132.993453,"25059 Katie Mountain, Byrdchester, ID 22457"
f2b72bd2-c97b-42af-8c10-ef0164119d38,2024-12-22,05:01:04,Assault,0.9898925,99.662513,"88996 Cynthia River Suite 939, Johnsonfort, PA 42140"
0021b632-3246-47d9-bb29-66398e4a295d,2023-05-13,14:22:13,Theft,-53.984161,-49.621046,"186 Mcclure Junction, Jenningsburgh, OH 47232"
705bacc2-640c-420c-b02a-5b67b7ae7758,2024-09-06,04:16:26,Fraud,35.7812975,-143.856122,"67835 Andrew Fords, Port Robertshire, WY 54423"
010f5ddf-a225-4838-b5e1-392e8a74bec5,2024-09-10,18:45:12,Burglary,52.4961875,165.191225,"PSC 4688, Box 1197, APO AE 27233"
5c29b6da-c1d7-4be9-9df4-97f16b5a174d,2023-12-08,16:53:06,Vandalism,-83.7629255,-51.623041,"852 Green Ramp, Ramirezbury, MS 98277"
3a724b9f-56fb-4c72-ad6a-1bfc81be81f4,2025-01-09,06:38:52,Theft,-19.164661,-132.230743,"997 Stephanie Pine Suite 656, North Ryanberg, FL 04580"
3f7512c5-6e05-424d-b49b-93d51e709e19,2023-05-04,20:19:36,Theft,-16.987113,-38.176968,"5938 Matthew Plaza Apt. 270, Martinstad, RI 74063"
c20166e3-ca68-4a98-b48e-f9a86aeb5a32,2023-06-01,15:30:26,Assault,63.1435565,-124.063084,"0835 Angela Station, East Heather, MO 26899"
706146ff-becb-44c8-b2c9-2c129bd91220,2024-01-05,03:45:28,Assault,-17.743904,7.117750,"Unit 8337 Box 5248, DPO AP 00560"
53fd2516-d1bf-4aba-a908-923b1551f819,2023-12-05,05:09:18,Theft,-3.223364,-161.150987,"1243 Grimes Corners, Shawchester, CO 78301"
52fa3935-ff28-4550-b684-7398fabbc6b6,2023-08-23,05:03:35,Theft,-25.296328,157.328971,"00415 Levine Shoal Suite 038, West Carla, MS 55367"
40e3469f-39b6-4d71-951a-051847e77e2b,2023-12-08,02:52:38,Fraud,53.021028,82.797311,"5280 Jasmin Neck, Johnsonland, CT 24437"
700b1433-f5d6-4476-a0f1-2d46e775f27e,2023-04-21,03:22:02,Vandalism,7.2202835,102.117093,"4466 Terry Centers, Lake Olivia, MI 27038"
cc869dea-38a7-4c54-a6b1-caba3fccb2c1,2023-11-29,11:03:24,Fraud,-50.996867,-79.991538,"023 Schaefer Squares Apt. 382, Lake John, ME 93417"
75fc1b10-b8d1-4539-8562-8912bdf2b5a1,2024-12-13,16:24:27,Burglary,-73.258638,41.212839,"68871 Melissa Place Apt. 103, Coleview, MI 87249"
139e5ca2-b9e7-4780-821c-f26265739938,2025-03-03,21:35:22,Fraud,-47.663695,134.623270,"08173 Mckinney Trace, New Courtney, LA 02269"
aab6941b-59e8-484c-a5d2-03e3992e7dea,2024-01-13,11:25:09,Assault,-10.1798105,89.375174,"07396 Wells Mill Apt. 745, Melissafurt, OR 53096"
4c43745b-8063-4ef2-a534-28bbb20ed719,2024-09-14,23:01:44,Assault,61.588132,-53.705990,"8282 Stark Green, Turnerhaven, WY 96119"
7575117c-41ca-47f5-b7de-1a6131bf3b36,2024-09-28,08:16:26,Fraud,-85.093381,-71.951304,"32925 Smith Shoals Apt. 092, Suzannebury, NM 97276"
167ad089-5ace-4dbf-9bb5-9fc25cffc96e,2024-07-05,20:00:23,Vandalism,-59.038383,-166.721140,"845 Monica Lights, West Jack, NM 86758"
817131eb-9766-4143-9c9a-fcff26b18865,2024-02-20,00:52:51,Fraud,78.4355235,-58.295745,"PSC 0690, Box 2816, APO AA 43983"
ed0c5245-a053-4c6c-aa87-13d2a20847d8,2025-01-10,10:45:12,Burglary,-39.2483075,-147.002525,"4779 Adams Rue, South Lindaburgh, CT 67666"
679140e0-b6fe-4e9a-8f15-c995424a2898,2024-07-25,22:00:45,Vandalism,23.0860535,-94.612725,"19127 Parks Courts Suite 441, Williamside, CA 01559"
f94523fe-03cb-4f1e-9b9a-9bf50a78491f,2024-12-02,07:40:30,Vandalism,-57.018265,39.098060,"52169 Brandon Loop Apt. 096, New Jessica, MT 53548"
d5562dab-f4a9-44e3-ba4f-4535e45d8903,2024-06-07,12:38:52,Burglary,29.6384355,111.198673,"392 Barbara Heights, Johnnyfurt, AL 83909"
c61b2c77-8602-45be-8d32-6347dcbcd86e,2024-12-04,22:14:37,Theft,-87.2473605,163.317669,"215 Joy Islands, West Beth, CO 49393"
54f1a7a3-7378-46ca-80fd-8aaa3504e26c,2024-09-20,06:28:05,Burglary,36.3046145,107.603060,"7668 Arnold Path, East Douglasfurt, NY 41577"
24a703e3-120a-402f-a11a-15c325efc3a9,2023-08-09,04:12:33,Fraud,13.0918715,166.032816,"494 Mays Ways, Moralesmouth, TN 82072"
3b77ba5f-5860-46e3-832d-5e70777cd128,2024-12-03,15:58:09,Theft,-79.9085905,26.092009,"8039 Thomas Land Suite 938, New Williamton, MI 05710"
5745ef5a-2e08-45fc-9da2-3c06f146b080,2023-11-05,17:13:56,Vandalism,39.6921645,44.996679,"752 Kathleen Neck, Port Paul, TX 76557"
06fccff0-e9e4-406c-b689-0df97bd37c4b,2024-10-10,03:45:16,Fraud,77.256010,142.003907,"759 Good Port, New Russell, MN 50437"
4142452b-361c-47ab-bd99-26244b9368d9,2023-10-14,19:34:55,Burglary,67.6130215,19.750822,"USNS Greene, FPO AP 83487"
24d878a1-3e5a-4d83-9272-2246257ea412,2025-01-24,09:40:42,Assault,-21.0924115,115.489403,"7329 Jacobs Station, New Tylerborough, MS 36340"
d813a70f-5a9c-40b5-b3b8-87d38301c5b9,2024-02-19,10:30:00,Assault,-84.433450,-156.738849,"287 John Heights, Barnesmouth, TX 97852"
b27338fc-dfa6-4923-b334-ebbcef6ed981,2024-02-03,10:11:46,Theft,-59.1207525,-148.474619,"9874 Farrell Orchard, Jeffreyland, CO 82833"
047cd56e-fd6c-4364-8191-cbeb175bf448,2025-02-01,02:44:24,Burglary,66.370078,95.451576,"300 Madison Stream, Christophershire, MO 93533"
